text,hate_label,english_translation,label,post_id
කොරියාවේ ඉද්දී දවසක් වින්ටර් එකේ සීතල වැඩි කමට කෙල්ලෙක්ට ජැකට් එකක් දුන්නා. පස්සේ තමයි මතක්වුනේ බිමවැටිලා අහුලපු කොලයක් මොකද්ද කියලා බලන්නෙත් නැතුව සාක්කුවට දාගත්තා නේද කියලා. මම එපා කියද්දීම ඒකි සාක්කුව බැලුවා. ඒකෙ ලියලා තිබුනේ පොස්ටිනො 2 කියලා. මගෙ රෙදි ඉල්ලේ  #මතක,NOT,"While in Korea, a jacket gave a jacket to more than a cold.The later reminds that it was to the pocket without seeing the ground in the ground.I was looking at the pocket to read.It was written in Pastti. 2.Remember my clothes",1,1060047463325859841
@USER  @USER    ඌ සේරම කොල්ලො ටික බ්ලොක් කරලා කෙල්ලොන්ට ටෝක් දිදි යනවා කැරිම පිරිමි තමා.මුන් වගේ වේස කදන් අරුන්ගෙ මෑ ඇට ලෙවකන්න යන නිසා තම් sri lankan twitter pretty young girls ගගා උනුත් මේකෙ හැමිනෙන්න එන්නෙ,HOF,@Ser @user all the guys blocked the guys and the kamban girls to lick the man's mine.,0,1299925794228039686
"@USER  @USER මාත් ඒමයි අයියෙ...... ප්‍රවෘත්ති දැම්මොත් ඒම  දේශ-පාලුවො හැ$!#!නුන හැටි දෝඩෝනව,,,,,නාට්‍යක් දැම්මොත් වැලලෙන්න හදනව,,,,යන්තමට හොද චිත්‍රපටියක් සෙට් වුණොත් ඇඩ් 1000ක් විතර දාල  හැ@#$නෙනව.....  කාලකණ්ණි....",HOF,"@Ser @user I am ...... If you set the news, so do a good film to get a good film to be a good film.@ # $ But not ..... Misice ...",0,1095578661388861440
ගෙම්බන්පිලයට බැනලා වැඩක් නැ. මුගේ මේ ගොන් කතා මිනිස්සු මතක් කරද්දි කිබුහුන් යන්නෙ ගෙම්බගෙ අම්මට. පවු අර අහින්සක... URL,HOF,"There is no work for the frog.When the people recall the people of Mug, the cucumber is gone to the kiab man's mother.The vows are ... URL",0,756353774772301824
සුපර් ස්ටාර් බලද්දි තමයි මට තේරුනේ අපි කොච්චර පිරිහිලාද කියල. බලහන්කො මූ කියන සින්දුව. කොහෙ ගියත් ඉන්දියාවට පුක දෙන එකෙක් ඉන්නවමනෙ,HOF,"The most of the Super Star, I understand how fugitive.And the song is the song.Wherever India goes to India, there is a son",0,751798236487094272
මෙයාලා දන්නේ නෑ ෆ්‍රෙන් ඒවා  අර sky එකට වතුර පුරවන් යන හුජ්ජ කොල්ලා දැකල වත් නෑ ඒවා  Sukiya @USER  · 10 Mar 2018 Smoking kills රිද්ම අයියා එක්ක ගහපු එක,HOF,"They don't know, Fren, they haven't seen them with water to the sky with water.",0,972551441108951040
@USER තොපි ඔක්කොම කොටියම කාපිය,HOF,@User your Tigers all the LTTE carrier,0,948420029011275777
අම්මා| ඉස්සර පොඩි පන්තිවල ඉන්න කොට පන්තියෙ එවුන් මට කිව්වෙ උඹේ අම්මා වසන්ති චතුරානි වගේ කියල පස්සෙ මටත් හිතුනා අම්ම වගේ හන්දා මං චතුරානි ට ආදරෙත් කලා කාලෙ ගෙවිලා ගියා මම ලොකුවුනා කසාද බැන්ද ලමයි ලැබුනා අම්මා වයසට ගියා ඉස්සර මාව බලාගත්ත අම්මා දැන් මගෙ දරුවොත් බලනවා,NOT,"Mom |When I was in the past, I thought you were like a mother of Vasanti Chathurani like a mother like a mother, and my mother was getting older and looking after my children watching my mother",1,1031093397757603840
@USER පවු යකූ ඒකි හෙන හිද එකී,NOT,"@Ser-famous yokkin, and is there",1,972888563875368960
ඔබ සැමට කිරියෙන් පැනියෙන් ඉතිරෙන සුභම සුභ අලුත් අවුරුද්දක් වේවා!!! #Lateකොහා #ගොන්_ආතල් :v,NOT,Wishing you all the best new year of the jerk of milk !!!#Late Koha #ggish_uffer: v,1,724618846569537536
@USER @USER  උබේ ට්වීට් නිකන් නෙලුම් මල් පිපෙයි . පුක කසයි වගේ .  මුල කෑල්ල අග කෑල්ල ගැලපෙන් නෑ නෙ බං :-D,HOF,@Ser @user Your Tweet Nine latter.Like a snake whip.The first piece of the rock is not fucking a bung :-d,0,583646681180184576
ටහුඩු  Satoshi Matamoko @USER  · 24 Jan 2017 Thank you @USER,NOT,Tahuya Satoshi Matamoko @user · 24 Jan 2017Than @user,1,823821311533142016
@USER ඉතාමත් නිවැරදියි.මහත්මයෙක් හා ගොබ්බයෙක් අතර සටනකින් මහත්මයා දිනුවා.එච්චරයි.,HOF,@User is very right.,0,1363676491976904706
වෝටර් බෝයි ලබ්බ තමා   @USER,HOF,Wateter Boy Labbbling is @user,0,741625726651113472
"@USER තොට පිස්සුද හු#%& අම්මා ඇහුවා මොකක්ද කියලා, වෙලාවට ලෙබනන් ගින්න කියලා ෂේප් උනා ගෑනියෙක් ගිනි අරන් කියල නොදකින් තෝනම්",HOF,"@Ser port crazy madness hugs, and mom asked what he asked, and did not say that he had fired on the fire at the time of the time.",0,1291742412109357058
බුදුදුහමට නිග්‍රහ කරන බල්ලා ඇනගනි... මුගෙන් ඉගන ගත්තු උන්ට දෙවිපිහිටයි .. අනේ ඉතින් නව පරපුර ගැන මොන කතාද ?  ගෞතම... URL,HOF,"The dog who insults Slawudutah is godly, and how about the new generation?Gautama ... URL",0,628290305524166657
තමුසෙලට හෙන එහෙම ගහන්නෑ ඔය සීසන් 9 එක ඉක්කමනට දුන්න කියල  @USER,NOT,You don't like that to you,1,1038405281711964162
@USER @USER  @USER අම්මෝ ඒක නම් ලොකු දෙයක්,NOT,@Ser @ser @ser @ser @user Mom,1,635308679034703872
ටහුඩු එතකොට මම මාස 4ක්ම ඉන්ෂුවරන්ස් එක තියෙනවා කියලා හිතාගෙන එක්ස්පයර් උන එකෙන්ද ගිහින් තියෙන්නේ.,NOT,"When the Tuyu was 4 months, I had gone to Exper.",1,1216976890545823744
:හෙලෝ. මේ ඩයලොග් පාරිභෝගික සේවා මද්‍යස්තානයද ? :ඔවූ. මොනාද මහත්තය අපෙන් කෙරෙන්න ඔ්නෙ.? :මගෙ පෝං එකේ ඉන්ටනෙට් සෙටින්ග්ස් හදාගන්න ඔ්නෙ. :මට කරුනා කරල ඔබගේ දුරකථන අංකෙ කියනවද ? :බින්දුවයි. :ඔවු.කියන්න. . . . . . . . . . :හැත්ත හයකෝටි  තිස් පංලක්ශ අසූ නමදාස් හයසිය පනහ.,NOT,": Hello.Is this Dialog Customer Service Midian?: Oh.What's the case is to be made from us?: In my rung, Intnet Setsings to make Internet Setings.: Do you call your phone number?: The drop.: Yea..........: 36 Hycoti classes Eighty Nomines six hundred.",1,1040320897314246656
නිළමෙලට ලෝක වාර්තා තියන්න රෙද්ද උස්සන්න ළමයි දීපු අම්මලා තාත්තලා ඉන්නවා නේද? ඔකුන් තමා ළමයිව  ආරච්චිට දීලා සන්තෝසමට  රිදී කාසි ගත්තේ. #lka,NOT,Aren't your parents given to her parents to list the world records?Okun gave her the child and took the child and took the silver coins.#kak,1,911159565672103936
අල්ලපු ගෙදර එකාගෙ ඔලුවට තඩි ගලකින් ගසා ඔලුව පැලීම #childhoodmemories,NOT,The head of the next house with the head of a ted vegetation #childhoodmemomories,1,925165333907898368
@USER සජිත් සර් තමා එකම විකල්පය.... අනිවාර්යෙන් රට දිනවනවා සර්,NOT,"@User Sajith Sir is the same option .... will definitely win the country, sir",1,1191938977923813377
@USER මුලින්ම බලද්දි දැක්කෙ ගඩොල් කැට ටිකක් වගේපස්සෙ තමා #Caption එක දැක්කෙ,NOT,@Ser first saw a little bit of bricks saw the #caption,1,1276109356723912708
@USER  @USER    මයියොක්කා වගෙමනෙ බලනවකො අයිසෙ,NOT,@Ser @ser Myiocka The right,1,1256936358318190592
@USER තෝ ළමයෙක් හදපන් ඉසෙල්ලාම පපයා රනිල්,HOF,@User Tho kid is making a man who is overlanging andllellate the chest Ranil,0,1282534821357588480
